hgemm_xetla_row_tuning
{ "policy":0, "m":1, "n":4096, "k":16384, "n_ss":64, "N_SG_PER_SS":32, "WG_M":8, "WG_N":64, "SG_M":8, "SG_N":16, "SG_K":32, "SLM_KS":8, "timems":0.182654, "gbps":735.042, "tflops":0.734818, "compute_pressure":0.999695 }
{ "policy":1, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":16, "WG_M":8, "WG_N":128, "SG_M":8, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.133939, "gbps":1002.39, "tflops":1.00208, "compute_pressure":0.999695 }
{ "policy":2, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":32, "WG_M":8, "WG_N":128, "SG_M":8, "SG_N":16, "SG_K":32, "SLM_KS":4, "timems":0.15585, "gbps":861.463, "tflops":0.8612, "compute_pressure":0.999695 }
{ "policy":3, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":8, "WG_N":256, "SG_M":8, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.221171, "gbps":607.035, "tflops":0.60685, "compute_pressure":0.999695 }
{ "policy":4, "m":1, "n":4096, "k":16384, "n_ss":8, "N_SG_PER_SS":32, "WG_M":8, "WG_N":512, "SG_M":8, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.42049, "gbps":319.291, "tflops":0.319194, "compute_pressure":0.999695 }
{ "policy":5, "m":1, "n":4096, "k":16384, "n_ss":64, "N_SG_PER_SS":32, "WG_M":16, "WG_N":64, "SG_M":16, "SG_N":16, "SG_K":16, "SLM_KS":8, "timems":0.178882, "gbps":750.545, "tflops":0.750316, "compute_pressure":0.999695 }
{ "policy":6, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":16, "WG_N":256, "SG_M":8, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.245264, "gbps":547.405, "tflops":0.547238, "compute_pressure":0.999695 }
{ "policy":7, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":16, "WG_N":256, "SG_M":16, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.223952, "gbps":599.498, "tflops":0.599315, "compute_pressure":0.999695 }
{ "policy":8, "m":1, "n":4096, "k":16384, "n_ss":8, "N_SG_PER_SS":32, "WG_M":16, "WG_N":512, "SG_M":16, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.42752, "gbps":314.041, "tflops":0.313945, "compute_pressure":0.999695 }
{ "policy":9, "m":1, "n":4096, "k":16384, "n_ss":64, "N_SG_PER_SS":32, "WG_M":32, "WG_N":64, "SG_M":32, "SG_N":16, "SG_K":16, "SLM_KS":8, "timems":0.179773, "gbps":746.824, "tflops":0.746596, "compute_pressure":0.999695 }
{ "policy":10, "m":1, "n":4096, "k":16384, "n_ss":64, "N_SG_PER_SS":32, "WG_M":32, "WG_N":64, "SG_M":8, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.13633, "gbps":984.81, "tflops":0.984509, "compute_pressure":0.999695 }
{ "policy":11, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":32, "WG_M":32, "WG_N":128, "SG_M":32, "SG_N":16, "SG_K":16, "SLM_KS":4, "timems":0.151506, "gbps":886.163, "tflops":0.885893, "compute_pressure":0.999695 }
{ "policy":12, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":32, "WG_N":256, "SG_M":32, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.238437, "gbps":563.079, "tflops":0.562907, "compute_pressure":0.999695 }
{ "policy":13, "m":1, "n":4096, "k":16384, "n_ss":8, "N_SG_PER_SS":32, "WG_M":32, "WG_N":512, "SG_M":32, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.451546, "gbps":297.331, "tflops":0.297241, "compute_pressure":0.999695 }
{ "policy":14, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":32, "WG_M":64, "WG_N":128, "SG_M":64, "SG_N":16, "SG_K":16, "SLM_KS":4, "timems":0.158898, "gbps":844.938, "tflops":0.844681, "compute_pressure":0.999695 }
{ "policy":15, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":64, "WG_N":256, "SG_M":64, "SG_N":16, "SG_K":16, "SLM_KS":2, "timems":0.262542, "gbps":511.379, "tflops":0.511223, "compute_pressure":0.999695 }
{ "policy":16, "m":1, "n":4096, "k":16384, "n_ss":8, "N_SG_PER_SS":32, "WG_M":64, "WG_N":512, "SG_M":64, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.505165, "gbps":265.772, "tflops":0.265691, "compute_pressure":0.999695 }
{ "policy":17, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":32, "WG_M":128, "WG_N":128, "SG_M":32, "SG_N":32, "SG_K":32, "SLM_KS":2, "timems":0.133766, "gbps":1003.68, "tflops":1.00337, "compute_pressure":0.999695 }
{ "policy":18, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":128, "WG_N":256, "SG_M":64, "SG_N":16, "SG_K":16, "SLM_KS":1, "timems":0.337856, "gbps":397.384, "tflops":0.397263, "compute_pressure":0.999695 }
{ "policy":19, "m":1, "n":4096, "k":16384, "n_ss":8, "N_SG_PER_SS":32, "WG_M":128, "WG_N":512, "SG_M":64, "SG_N":32, "SG_K":16, "SLM_KS":1, "timems":0.416454, "gbps":322.385, "tflops":0.322287, "compute_pressure":0.999695 }
{ "policy":20, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":256, "WG_N":256, "SG_M":64, "SG_N":32, "SG_K":16, "SLM_KS":1, "timems":0.367278, "gbps":365.55, "tflops":0.365439, "compute_pressure":0.999695 }
{ "policy":21, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":256, "WG_N":256, "SG_M":32, "SG_N":64, "SG_K":16, "SLM_KS":1, "timems":0.355037, "gbps":378.154, "tflops":0.378039, "compute_pressure":0.999695 }
{ "policy":22, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":256, "WG_N":256, "SG_M":32, "SG_N":64, "SG_K":32, "SLM_KS":1, "timems":0.486061, "gbps":276.218, "tflops":0.276134, "compute_pressure":0.999695 }
{ "policy":23, "m":1, "n":4096, "k":16384, "n_ss":64, "N_SG_PER_SS":32, "WG_M":128, "WG_N":64, "SG_M":16, "SG_N":16, "SG_K":64, "SLM_KS":1, "timems":0.121293, "gbps":1106.9, "tflops":1.10656, "compute_pressure":0.999695 }
{ "policy":24, "m":1, "n":4096, "k":16384, "n_ss":32, "N_SG_PER_SS":32, "WG_M":128, "WG_N":128, "SG_M":16, "SG_N":32, "SG_K":64, "SLM_KS":1, "timems":0.122262, "gbps":1098.12, "tflops":1.09778, "compute_pressure":0.999695 }
{ "policy":25, "m":1, "n":4096, "k":16384, "n_ss":16, "N_SG_PER_SS":32, "WG_M":128, "WG_N":256, "SG_M":32, "SG_N":32, "SG_K":16, "SLM_KS":1, "timems":0.24103, "gbps":557.02, "tflops":0.55685, "compute_pressure":0.999695 }
auto_policy_id=0, auto_policy_timems=0.182654, min_policy_id=23, min_policy_timems=0.121293
maxdiff=4
hgemm_xetla_row_tuning
